TOA5,IMNAVAIT-SNOWFENCE,CR1000,12067,CR1000.Std.14,CPU:Imnaviatfence.CR1,11127,Imnaviat,,,,,,,,
TIMESTAMP,RECORD,WS_ms,WindDir,WS_ms_WVc(1),WS_ms_WVc(2),WS_ms_S_WVT,T107_C,Snow_depth_3m,SignalQuality_3m,Snow_depth_8m,SignalQuality_8m,Snow_depth_15m,SignalQuality_15m,Batt_Volt,PanelTemp
TS,RN,meters/second,Degrees,meters/second,meters/second,meters/second,Deg C,,,,,,,Volts,deg. C
,,Smp,Smp,WVc,WVc,Max,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp,Smp
10/29/2007 5:00,539,3.342,124.1,3.064,124.6,3.905,-10.63,0.008,0,0.043,0,0.014,0,11.58,-12.53
10/29/2007 5:10,540,3.283,140.6,2.63,132.5,3.357,-10.5,0.004,0,0.044,0,0.017,0,11.58,-12.55
10/29/2007 5:20,541,3.317,131.5,2.552,134.1,3.317,-11.31,-0.004,0,0.039,0,0.022,0,11.58,-12.58
10/29/2007 5:30,542,2.332,142.8,2.712,136.4,3.273,-11.25,-0.002,0,0.038,0,0.018,0,11.58,-12.6
10/29/2007 5:40,543,2.381,130.3,2.483,135.5,2.622,-11.26,-0.034,0,0.039,0,0.017,0,11.58,-12.69
10/29/2007 5:50,544,2.573,131.4,2.455,129.6,2.656,-11.44,-0.049,0,0.036,0,0.015,0,11.57,-12.81
10/29/2007 6:00,545,3.553,141.3,3.354,131.2,4.023,-10.62,0.015,0,0.043,0,0.024,0,11.57,-12.93
10/29/2007 6:10,546,2.661,173,3.679,153.7,4.288,-9.97,0.003,0,0.034,0,0.007,0,11.57,-12.74
10/29/2007 6:20,547,3.989,127.4,3.524,132.4,4.278,-9.56,0.009,0,0.043,0,0.015,0,11.57,-12.5
10/29/2007 6:30,548,4.474,119.8,4.173,118.2,4.474,-9.73,0.01,0,0.042,0,0.016,0,11.57,-12.29
10/29/2007 6:40,549,3.788,120.8,4.14,118.7,4.464,-10.54,0.008,0,0.039,0,0.014,0,11.57,-12.08
10/29/2007 6:50,550,3.974,137.5,3.782,120.3,4.351,-10.52,0.009,0,0.042,0,0.019,0,11.57,-11.98
10/29/2007 7:00,551,2.484,140.1,3.239,147.1,4.611,-10.11,0.015,0,0.042,0,0.024,0,11.57,-11.93
10/29/2007 7:10,552,2.45,127.6,2.371,135.1,2.837,-10.51,0.012,0,0.037,0,0.012,0,11.57,-11.91
10/29/2007 7:20,553,3.391,147.6,2.912,132.6,3.391,-10.44,0.008,0,0.04,0,0.016,0,11.57,-12.01
10/29/2007 7:30,554,3.116,131.7,2.974,138.6,3.494,-10.58,0.011,0,0.041,0,0.02,0,11.57,-12.03
10/29/2007 7:40,555,2.759,128.3,2.891,132.6,3.298,-10.66,0.012,0,0.039,0,0.019,0,11.56,-12.05
10/29/2007 7:50,556,3.322,122.6,3.022,127,3.518,-10.5,0.009,0,0.044,0,0.016,0,11.56,-12.12
10/29/2007 8:00,557,3.131,112.2,2.856,119.3,3.474,-9.8,-0.007,0,0.041,0,0.013,0,11.56,-12.2
10/29/2007 8:10,558,2.93,118.4,2.862,113.8,3.224,-9.69,-0.041,0,0.042,0,0.017,0,11.56,-12.2
10/29/2007 8:20,559,1.989,136.3,2.456,120.7,2.886,-10.39,-0.052,0,0.035,0,0.015,0,11.56,-12.2
10/29/2007 8:30,560,2.205,129.8,2.28,130.1,2.533,-11.8,-0.043,0,0.038,0,0.014,0,11.56,-12.31
10/29/2007 8:40,561,2.146,116.7,2.239,119.9,2.357,-10.5,-0.024,0,0.035,0,0.005,0,11.56,-12.58
10/29/2007 8:50,562,1.72,128.7,2.224,113.9,2.646,-12.07,-0.014,0,0.036,0,0.013,0,11.56,-12.74
10/29/2007 9:00,563,0.946,123.8,1.675,126,2.156,-9.47,-0.014,0,0.035,0,0.007,0,11.56,-12.98
10/29/2007 9:10,564,1.588,128.4,1.201,121.9,1.593,-11.49,0.003,0,0.038,0,0.003,0,11.56,-13.22
10/29/2007 9:20,565,1.387,133.4,1.207,139.3,1.803,-10.65,-0.001,0,0.037,0,0.008,0,11.56,-13.52
10/29/2007 9:30,566,1.607,134.6,1.633,135.5,1.96,-11.7,0.003,0,0.041,0,0.014,0,11.56,-13.81
10/29/2007 9:40,567,2.269,140.2,2.204,135.2,2.553,-12.13,-0.003,0,0.035,0,0.013,0,11.56,-14.08
10/29/2007 9:50,568,2.426,135.2,2.193,145.2,2.465,-11.25,-0.007,0,0.035,0,0.015,0,11.54,-14.15
10/29/2007 10:00,569,2.117,141.8,2.232,142.1,2.46,-10.58,-0.016,0,0.03,0,0.009,0,11.53,-13.95
10/29/2007 10:10,570,1.906,135.4,1.962,142.8,2.352,-9.63,-0.012,0,0.032,0,0.006,0,11.52,-13.61
10/29/2007 10:20,571,1.147,161.2,1.594,148.5,2.092,-8.19,-0.029,0,0.014,0,-0.005,0,11.51,-13.13
10/29/2007 10:30,572,1.225,127.9,1.185,145.5,1.318,-8.75,-0.012,0,0.029,0,0,0,11.51,-12.72
10/29/2007 10:40,573,0.593,120.7,0.741,121.2,1.245,-6.544,-0.022,0,0.013,0,-0.021,0,11.5,-12.31
10/29/2007 10:50,574,1.23,90.7,0.825,104,1.235,-6.583,-0.015,0,0.015,0,-0.016,0,11.5,-11.72
10/29/2007 11:00,575,1.186,73.93,1.158,83.4,1.357,-6.433,-0.018,0,0.013,0,-0.014,0,11.49,-10.93
10/29/2007 11:10,576,0.529,47.63,0.914,69.65,1.313,-6.636,-0.027,0,0.022,0,-0.008,0,11.49,-10.28
10/29/2007 11:20,577,1.254,54.88,0.822,50.89,1.254,-6.607,-0.032,0,0.015,0,-0.01,0,11.49,-9.69
10/29/2007 11:30,578,1.058,50.7,1.157,51.09,1.406,-6.96,-0.032,0,0.021,0,-0.007,0,11.48,-9.16
10/29/2007 11:40,579,1.249,57.28,0.82,49.47,1.249,-7.163,-0.024,0,0.019,0,-0.008,0,11.48,-8.69
10/29/2007 11:50,580,0.764,42.91,0.854,44.74,1.318,-7.324,-0.023,0,0.023,0,-0.007,0,11.47,-8.28
10/29/2007 12:00,581,0.818,31.2,0.891,57.46,1.284,-7.915,-0.018,0,0.038,0,0.008,0,11.46,-7.928
10/29/2007 12:10,582,0,93,0.339,354.1,0.843,-7.731,-0.028,0,0.022,0,-0.002,0,11.46,-7.639
10/29/2007 12:20,583,0.265,58.36,0.504,68.58,0.902,-8.1,-0.007,0,0.028,0,-0.001,0,11.45,-7.395
10/29/2007 12:30,584,0.5,49.77,0.706,72.39,1.249,-7.774,-0.002,0,0.035,0,0.007,0,11.45,-7.194
10/29/2007 12:40,585,0.431,172.8,0.555,137.5,1.201,-9.34,-0.008,0,0.032,0,0.01,0,11.45,-7.063
10/29/2007 12:50,586,0.554,97.3,1.075,140.9,1.622,-9.1,-0.044,0,0.035,0,0.007,0,11.44,-7.194
10/29/2007 13:00,587,1.22,158.6,1.6,143.1,2.058,-10.49,-0.028,0,0.038,0,0.012,0,11.45,-7.35
10/29/2007 13:10,588,2.426,147.8,1.904,151.4,2.426,-10.68,-0.031,0,0.036,0,0.008,0,11.46,-7.795
10/29/2007 13:20,589,1.808,134.5,2.091,138.1,2.372,-10.03,-0.028,0,0.033,0,0.006,0,11.45,-8.24
10/29/2007 13:30,590,1.152,113.5,1.641,124.2,1.97,-7.857,-0.02,0,0.03,0,0,0,11.46,-8.46
10/29/2007 13:40,591,1.181,128.9,1.319,125.1,1.764,-8.28,-0.02,0,0.034,0,0.003,0,11.46,-8.53
10/29/2007 13:50,592,1.509,114.7,1.261,123.5,1.754,-8.55,-0.024,0,0.029,0,-0.001,0,11.46,-8.69
10/29/2007 14:00,593,0.936,115,1.334,115.7,1.632,-7.264,-0.01,0,0.03,0,-0.001,0,11.45,-8.69
10/29/2007 14:10,594,0.662,132.5,1.331,119,2.195,-7.325,-0.007,0,0.033,0,0.003,0,11.45,-8.55
10/29/2007 14:20,595,1.416,125.8,0.99,139.3,1.441,-9.14,-0.009,0,0.034,0,0.006,0,11.44,-8.49
10/29/2007 14:30,596,0.857,101.9,1.113,105.3,1.529,-6.617,-0.031,0,0.021,0,-0.011,0,11.44,-8.49
10/29/2007 14:40,597,1.71,102,1.261,125.3,2.185,-9.62,-0.014,0,0.034,0,0.012,0,11.44,-8.4
10/29/2007 14:50,598,0.872,121.8,1.196,114.1,1.72,-6.788,-0.013,0,0.026,0,-0.003,0,11.44,-8.53
10/29/2007 15:00,599,0.436,104.5,0.519,105.9,1.152,-6.919,-0.014,0,0.022,0,-0.009,0,11.44,-8.4
10/29/2007 15:10,600,0.451,106.4,0.769,109.2,1.313,-6.657,-0.013,0,0.024,0,-0.006,0,11.44,-8.24
10/29/2007 15:20,601,1.191,120.6,0.637,111.2,1.191,-8.26,-0.021,0,0.027,0,-0.003,0,11.44,-8.15
10/29/2007 15:30,602,0.701,119.5,0.858,118.7,1.254,-8.09,-0.016,0,0.033,0,-0.002,0,11.44,-8.28
10/29/2007 15:40,603,1.259,125.5,1.174,128.4,1.877,-11.29,0.004,0,0.03,0,0,0,11.45,-8.62
10/29/2007 15:50,604,1.666,132.2,1.308,130.4,1.666,-9.96,-0.02,0,0.03,0,0.005,0,11.45,-9.14
10/29/2007 16:00,605,1.666,129.4,1.42,142.2,1.73,-10.14,-0.013,0,0.035,0,0.008,0,11.47,-9.69
10/29/2007 16:10,606,1.053,173.4,1.29,153.5,1.69,-10.27,-0.014,0,0.025,0,0.012,0,11.48,-10.37
10/29/2007 16:20,607,1.534,128.1,1.229,148.1,1.534,-9.29,-0.019,0,0.036,0,0.001,0,11.48,-11.02
10/29/2007 16:30,608,1.23,114.6,1.424,132.6,1.867,-9.75,-0.002,0,0.036,0,0.008,0,11.48,-11.53
10/29/2007 16:40,609,2.127,131.4,1.372,120.2,2.283,-10.76,-0.012,0,0.035,0,0.012,0,11.48,-11.96
10/29/2007 16:50,610,1.965,135.1,1.998,130,2.568,-10.46,0.002,0,0.037,0,0.018,0,11.48,-12.31
10/29/2007 17:00,611,2.396,138.3,1.992,139.8,2.563,-11.97,0.001,0,0.038,0,0.021,0,11.48,-12.65
10/29/2007 17:10,612,2.622,145,2.33,135.3,2.817,-12.39,0,0,0.036,0,0.018,0,11.48,-12.98
10/29/2007 17:20,613,2.195,129.9,2.277,136.8,2.514,-11.33,-0.01,0,0.035,0,0.009,0,11.48,-13.22
10/29/2007 17:30,614,1.588,135.1,2.036,126.1,2.416,-9.62,-0.015,0,0.035,0,0.007,0,11.48,-13.42
10/29/2007 17:40,615,2.381,128.7,2.103,130,2.808,-12.24,0.007,0,0.039,0,0.016,0,11.48,-13.61
10/29/2007 17:50,616,1.906,132,2.296,134.8,2.524,-9.74,-0.02,0,0.034,0,0.008,0,11.48,-13.81
10/29/2007 18:00,617,1.813,121.4,1.708,125.3,1.882,-9.1,-0.023,0,0.028,0,0.002,0,11.48,-13.86
10/29/2007 18:10,618,1.98,121.2,1.629,126.5,2.127,-10.26,-0.013,0,0.036,0,0.007,0,11.48,-13.78
10/29/2007 18:20,619,2.136,120,1.671,125.6,2.592,-11.38,-0.037,0,0.04,0,0.011,0,11.48,-13.81
10/29/2007 18:30,620,2.47,130,2.36,135.9,2.617,-11.97,0.006,0,0.034,0,0.011,0,11.48,-13.86
10/29/2007 18:40,621,2.166,130,2.434,135.6,2.568,-11.4,-0.008,0,0.04,0,0.013,0,11.48,-13.88
10/29/2007 18:50,622,2.146,135.9,2.044,131.3,2.391,-11.77,-0.025,0,0.041,0,0.02,0,11.48,-13.93
10/29/2007 19:00,623,1.357,118.7,2.008,125.4,2.455,-8.28,-0.017,0,0.025,0,-0.005,0,11.48,-14
10/29/2007 19:10,624,1.602,137.9,1.802,124.2,2.636,-11.65,0.004,0,0.032,0,0.012,0,11.48,-13.88
10/29/2007 19:20,625,1.931,160.5,1.672,142.9,2.136,-10.32,-0.016,0,0.037,0,0.016,0,11.47,-13.76
10/29/2007 19:30,626,1.852,159.8,1.842,165.6,2.489,-10.17,-0.008,0,0.03,0,0.006,0,11.47,-13.54
10/29/2007 19:40,627,2.514,124.6,1.964,150.9,2.95,-11.71,-0.006,0,0.04,0,0.016,0,11.48,-13.34
10/29/2007 19:50,628,2.548,153.3,2.541,150.8,3.293,-11.46,0.012,0,0.036,0,0.011,0,11.47,-13.32
10/29/2007 20:00,629,1.94,142,2.516,147.7,3.053,-11.38,0.01,0,0.037,0,0.017,0,11.47,-13.32
10/29/2007 20:10,630,2.911,133.7,2.486,137.5,2.911,-10.65,-0.011,0,0.038,0,0.015,0,11.47,-13.3
10/29/2007 20:20,631,2.47,122.7,2.47,135.6,3.033,-10.32,-0.017,0,0.037,0,0.014,0,11.47,-13.27
10/29/2007 20:30,632,2.455,144.6,2.345,131.2,2.675,-10.85,0.009,0,0.037,0,0.012,0,11.47,-13.2
10/29/2007 20:40,633,2.298,133.3,2.22,138.2,2.783,-10.45,0.006,0,0.039,0,0.016,0,11.47,-13.15
10/29/2007 20:50,634,2.465,145.1,2.486,142.7,3.219,-10.44,0.012,0,0.038,0,0.019,0,11.47,-13.08
10/29/2007 21:00,635,2.607,167,2.581,148.8,3.072,-10.96,-0.009,0,0.032,0,0.006,0,11.47,-12.93
10/29/2007 21:10,636,2.225,140.8,2.511,143.1,2.92,-10.15,0.006,0,0.038,0,0.019,0,11.47,-12.93
10/29/2007 21:20,637,0.725,176,1.741,156.5,2.612,-9.96,-0.009,0,0.027,0,0.004,0,11.46,-12.81
10/29/2007 21:30,638,4.312,116.3,2.928,136.9,4.346,-10.04,-0.026,0,0.039,0,0.015,0,11.46,-12.72
10/29/2007 21:40,639,1.494,182.4,3.508,125.2,4.498,-9.54,-0.032,0,0.028,0,0.013,0,11.46,-12.53
10/29/2007 21:50,640,2.822,150.4,2.556,175,3.185,-9.28,-0.024,0,0.037,0,0.009,0,11.46,-12.31
10/29/2007 22:00,641,2.043,143.9,2.498,150.3,3.063,-8.09,-0.03,0,0.033,0,0.014,0,11.46,-12.05
10/29/2007 22:10,642,2.406,190.5,1.984,165.1,2.96,-9.09,-0.015,0,0.041,0,0.015,0,11.45,-11.77
10/29/2007 22:20,643,2.867,190.8,2.286,171.6,3.357,-9.33,-0.025,0,0.038,0,0.011,0,11.46,-11.56
10/29/2007 22:30,644,2.377,151.1,2.625,174.5,4.023,-6.667,-0.001,0,0.032,0,0.015,0,11.45,-11.42
10/29/2007 22:40,645,2.396,185.8,2.113,188.8,3.17,-9.13,-0.035,0,0.032,0,0.002,0,11.45,-11.11
10/29/2007 22:50,646,3.048,201,2.522,195.6,3.298,-8.91,-0.016,0,0.049,0,0.017,0,11.45,-11.09
10/29/2007 23:00,647,1.544,223.6,2.117,208.8,3.832,-7.266,-0.011,0,0.034,0,0.014,0,11.44,-10.91
10/29/2007 23:10,648,2.024,236.8,1.707,174.6,2.876,-9.55,-0.014,0,0.047,0,0.024,0,11.44,-10.74
10/29/2007 23:20,649,3.445,149.9,2.39,172.9,3.758,-9.39,-0.023,0,0.038,0,0.01,0,11.44,-10.88
10/29/2007 23:30,650,3.17,138.2,3.19,149.9,3.631,-9.2,-0.024,0,0.037,0,0.009,0,11.44,-10.98
10/29/2007 23:40,651,3.445,135.6,3.232,143.6,3.748,-8.84,-0.018,0,0.035,0,0.016,0,11.44,-11
10/29/2007 23:50,652,3.974,123,3.507,131.4,4.253,-8.41,-0.023,0,0.038,0,0.013,0,11.44,-10.98
10/30/2007 0:00,653,3.685,135,3.717,127.8,4.013,-8.54,-0.015,0,0.039,0,0.013,0,11.44,-10.91
10/30/2007 0:10,654,3.763,122.3,3.656,123.8,3.989,-8.92,-0.029,0,0.041,0,0.011,0,11.43,-10.84
10/30/2007 0:20,655,4.008,132.6,3.655,129.9,4.224,-8.8,-0.014,0,0.038,0,0.014,0,11.43,-10.77
10/30/2007 0:30,656,3.847,129.6,3.687,132.9,4.101,-8.94,-0.022,0,0.037,0,0.016,0,11.43,-10.7
10/30/2007 0:40,657,4.028,113,3.851,119.5,4.263,-8.3,-0.019,0,0.038,0,0.011,0,11.43,-10.7
10/30/2007 0:50,658,3.748,127.9,3.816,121.4,4.464,-8.92,-0.022,0,0.037,0,0.013,0,11.43,-10.7
10/30/2007 1:00,659,4.111,121.3,3.977,126.1,4.866,-9.1,-0.013,0,0.039,0,0.013,0,11.43,-10.67
10/30/2007 1:10,660,4.513,133.3,4.252,123.8,4.714,-9.33,-0.012,0,0.038,0,0.015,0,11.42,-10.7
10/30/2007 1:20,661,3.18,137,4.212,127.6,4.836,-9.31,-0.013,0,0.037,0,0.015,0,11.42,-10.74
10/30/2007 1:30,662,3.293,191.6,1.891,192.8,3.293,-10.11,-0.009,0,0.044,0,0.018,0,11.42,-10.86
10/30/2007 1:40,663,2.896,158.8,2.649,168.2,3.822,-8.81,-0.018,0,0.037,0,0.009,0,11.42,-10.91
10/30/2007 1:50,664,3.626,136.4,2.355,167.3,3.626,-8.67,-0.014,0,0.038,0,0.012,0,11.42,-10.91
10/30/2007 2:00,665,5.018,126,4.073,128.2,5.018,-8.86,-0.016,0,0.041,0,0.015,0,11.42,-10.91
10/30/2007 2:10,666,4.239,131.6,4.668,125.4,5.498,-8.92,-0.009,0,0.038,0,0.019,0,11.41,-10.84
10/30/2007 2:20,667,4.248,126.8,4.331,126.8,4.66,-9.14,-0.01,0,0.037,0,0.016,0,11.41,-10.72
10/30/2007 2:30,668,4.219,135.9,4.375,129.1,4.827,-8.79,-0.008,0,0.035,0,0.015,0,11.4,-10.67
10/30/2007 2:40,669,3.896,127.7,4.343,125.9,4.9,-8.83,0.002,0,0.036,0,0.011,0,11.4,-10.58
10/30/2007 2:50,670,4.145,134.7,4.221,129.8,4.714,-9.82,0.003,0,0.038,0,0.018,0,11.4,-10.54
10/30/2007 3:00,671,4.41,129.6,4.121,133.9,4.758,-8.88,-0.001,0,0.039,0,0.017,0,11.4,-10.54
10/30/2007 3:10,672,3.043,123.5,3.949,119.6,4.88,-8.83,-0.006,0,0.036,0,0.012,0,11.39,-10.54
10/30/2007 3:20,673,4.199,141.1,4.294,130.9,5.091,-8.97,0.001,0,0.038,0,0.017,0,11.39,-10.56
10/30/2007 3:30,674,4.753,126.7,4.399,129.8,5.238,-8.45,0.001,0,0.035,0,0.012,0,11.39,-10.51
10/30/2007 3:40,675,4.366,134.2,4.507,131.6,4.993,-8.39,-0.001,0,0.036,0,0.016,0,11.38,-10.42
10/30/2007 3:50,676,4.307,128.6,4.466,135.8,5.16,-8.52,0,0,0.036,0,0.017,0,11.38,-10.3
10/30/2007 4:00,677,4.846,122.6,4.622,125.9,5.199,-8.46,-0.009,0,0.038,0,0.014,0,11.38,-10.21
10/30/2007 4:10,678,4.934,121.3,4.989,121.2,5.312,-8.41,0.001,0,0.04,0,0.013,0,11.37,-10.17
10/30/2007 4:20,679,5.39,122.5,4.985,120.1,5.635,-8.91,-0.005,0,0.041,0,0.013,0,11.37,-10.17
10/30/2007 4:30,680,4.817,132.5,4.934,125.5,5.63,-9.17,0.007,0,0.038,0,0.017,0,11.37,-10.21
10/30/2007 4:40,681,4.836,122.6,4.562,126.6,5.155,-8.92,0.002,0,0.037,0,0.009,0,11.36,-10.28
10/30/2007 4:50,682,5.067,130.4,4.854,132.4,5.655,-8.55,0.003,0,0.036,0,0.015,0,11.35,-10.28
10/30/2007 5:00,683,4.145,118.1,4.767,126.6,5.537,-8.61,0.007,0,0.039,0,0.015,0,11.35,-10.28
10/30/2007 5:10,684,4.64,142.1,4.935,125.3,6.159,-8.66,0.01,0,0.038,0,0.017,0,11.35,-10.3
10/30/2007 5:20,685,5.405,121.6,4.706,137.3,5.508,-8.54,0.007,0,0.04,0,0.014,0,11.34,-10.23
10/30/2007 5:30,686,5.258,131.2,4.833,127.2,5.258,-8.79,-0.003,0,0.038,0,0.015,0,11.34,-10.19
10/30/2007 5:40,687,5.032,124.1,5.197,126,5.762,-8.3,-0.001,0,0.04,0,0.013,0,11.33,-10.12
10/30/2007 5:50,688,4.582,110.4,4.899,118.9,5.669,-8.92,0,0,0.039,0,0.013,0,11.33,-10.1
10/30/2007 6:00,689,4.434,113.5,5.099,118.7,6.047,-8.77,-0.002,0,0.036,0,0.01,0,11.32,-10.14
10/30/2007 6:10,690,4.959,114.8,4.914,113.3,5.674,-9.33,0.004,0,0.038,0,0.012,0,11.31,-10.23
10/30/2007 6:20,691,5.532,123,4.95,112.9,5.532,-9.05,0.002,0,0.039,0,0.015,0,11.31,-10.37
10/30/2007 6:30,692,5.003,114.3,5.14,118.4,6.061,-8.69,-0.013,0,0.038,0,0.014,0,11.29,-10.44
10/30/2007 6:40,693,4.459,129.7,5.217,123.1,5.939,-8.59,-0.007,0,0.039,0,0.012,0,11.29,-10.42
10/30/2007 6:50,694,3.905,144.9,4.558,131.3,5.723,-9.11,-0.01,0,0.039,0,0.015,0,11.28,-10.4
10/30/2007 7:00,695,5.062,140.1,5.232,135.3,6.022,-8.03,-0.009,0,0.034,0,0.013,0,11.27,-10.3
10/30/2007 7:10,696,5.743,128.4,4.767,125,5.743,-8.83,0.006,0,0.038,0,0.013,0,11.27,-10.19
10/30/2007 7:20,697,4.64,124.7,5.034,131.4,6.115,-8.16,0,0,0.038,0,0.011,0,11.26,-10.17
10/30/2007 7:30,698,5.155,130.8,5.204,127.7,5.919,-8.3,-0.001,0,0.039,0,0.013,0,11.24,-10.07
10/30/2007 7:40,699,5.013,129.1,5.137,124,5.517,-8.32,-0.001,0,0.04,0,0.012,0,11.24,-10.01
10/30/2007 7:50,700,5.571,118.8,5.345,121.6,5.718,-8.27,-0.008,0,0.04,0,0.012,0,11.23,-9.98
10/30/2007 8:00,701,5.316,120.2,5.322,119.5,5.655,-8.65,-0.007,0,0.039,0,0.013,0,11.22,-9.96
10/30/2007 8:10,702,5.983,127.5,6.034,120.4,6.483,-8.32,-0.001,0,0.039,0,0.014,0,11.21,-9.98
10/30/2007 8:20,703,5.307,127.1,5.243,122.8,5.718,-9.36,0.001,0,0.04,0,0.014,0,11.21,-9.98
10/30/2007 8:30,704,5.4,111.8,5.22,118.9,5.699,-9.09,-0.009,0,0.039,0,0.016,0,11.2,-10.12
10/30/2007 8:40,705,5.057,113.1,5.153,112.9,5.503,-9.04,-0.004,0,0.038,0,0.012,0,11.19,-10.28
10/30/2007 8:50,706,5.121,118.3,5.148,112.7,5.542,-9.75,-0.001,0,0.04,0,0.015,0,11.19,-10.37
10/30/2007 9:00,707,5.042,117,5.106,122.2,5.464,-8.79,0.005,0,0.038,0,0.013,0,11.17,-10.51
10/30/2007 9:10,708,4.871,137.1,4.981,125.3,5.277,-8.88,0.003,0,0.038,0,0.013,0,11.17,-10.54
10/30/2007 9:20,709,4.136,133.1,4.598,134.7,5.076,-9.35,0.012,0,0.036,0,0.015,0,11.16,-10.51
10/30/2007 9:30,710,4.89,124.4,4.705,128.1,5.008,-9.17,0.009,0,0.039,0,0.013,0,11.15,-10.54
10/30/2007 9:40,711,5.282,120,5.075,118.2,5.547,-9.23,0.001,0,0.037,0,0.011,0,11.13,-10.56
10/30/2007 9:50,712,5.243,110.7,4.97,120.4,5.503,-10.37,0.004,0,0.038,0,0.012,0,11.12,-10.6
10/30/2007 10:00,713,6.213,108.7,5.532,112.5,6.213,-9.56,0,0,0.039,0,0.013,0,11.1,-10.79
10/30/2007 10:10,714,5.934,97.9,5.528,110.5,6.096,-10.86,-0.002,0,0.038,0,0.014,0,11.09,-10.88
10/30/2007 10:20,715,5.415,118.2,5.464,112.4,6.081,-9.72,0.001,0,0.04,0,0.013,0,11.08,-11
10/30/2007 10:30,716,5.493,108.3,5.658,108.8,6.718,-9.8,-0.006,0,0.035,0,0.012,0,11.05,-11
10/30/2007 10:40,717,6.385,97.4,5.825,104.3,6.649,-9.37,-0.007,0,0.037,0,0.014,0,11.04,-11
10/30/2007 10:50,718,6.458,94.9,5.96,97.8,6.458,-9.69,-0.009,0,0.038,0,0.013,0,11.02,-10.91
10/30/2007 11:00,719,6.007,96.7,5.98,93.2,6.385,-9.86,-0.001,0,0.038,0,0.012,0,11.01,-10.84
10/30/2007 11:10,720,5.287,109.3,5.902,106.7,6.782,-9.36,-0.003,0,0.038,0,0.014,0,10.97,-10.77
10/30/2007 11:20,721,5.537,115.4,5.392,113.7,5.905,-9.69,0.009,0,0.038,0,0.013,0,10.94,-10.67
10/30/2007 11:30,722,5.326,111.8,5.488,115.7,5.895,-9.29,-0.008,0,0.038,0,0.011,0,10.9,-10.56
10/30/2007 11:40,723,6.326,105.8,5.749,103.3,6.62,-8.97,-0.015,0,0.036,0,0.014,0,10.86,-10.42
10/30/2007 11:50,724,5.895,95.6,6.154,104.2,6.517,-8.63,0.001,0,0.036,0,0.012,0,10.81,-10.21
10/30/2007 12:00,725,5.753,114.2,5.722,102.4,6.061,-8.92,-0.008,0,0.036,0,0.011,0,10.77,-9.91
10/30/2007 12:10,726,5.826,103.3,5.705,101.1,5.924,-10.33,-0.017,0,0.036,0,0.014,0,10.76,-9.73
10/30/2007 12:20,727,6.223,105.9,5.877,103.7,6.316,-10.66,-0.009,0,0.037,0,0.014,0,10.8,-9.75
10/30/2007 12:30,728,5.954,100.7,5.999,103.6,6.248,-10.48,-0.014,0,0.038,0,0.014,0,10.9,-9.94
10/30/2007 12:40,729,5.321,101,5.483,102.4,5.865,-10.42,-0.013,0,0.039,0,0.012,0,10.73,-10.17
10/30/2007 12:50,730,4.635,108.2,5.204,106.7,5.797,-9.08,-0.008,0,0.037,0,0.011,0,10.64,-10.12
10/30/2007 13:00,731,5.767,101.1,5.286,99.3,5.919,-10.73,-0.015,0,0.038,0,0.013,0,10.57,-9.91
10/30/2007 13:10,732,5.464,102.2,5.421,100.4,5.958,-9.8,-0.01,0,0.035,0,0.011,0,10.54,-9.8
10/30/2007 13:20,733,3.675,122.1,4.849,108.5,5.63,-9.48,0.009,0,0.039,0,0.012,0,10.59,-9.62
10/30/2007 13:30,734,3.038,137.5,2.594,133.2,3.842,-9.36,0.006,0,0.038,0,0.013,0,10.51,-9.46
10/30/2007 13:40,735,4.106,119.8,3.868,119.1,4.307,-8.44,0.006,0,0.037,0,0.01,0,10.56,-9.12
10/30/2007 13:50,736,5.003,103.9,4.796,110.7,5.366,-8.65,-0.004,0,0.036,0,0.011,0,10.56,-8.78
10/30/2007 14:00,737,5.562,99.8,5.47,104.2,5.924,-9.04,-0.002,0,0.036,0,0.012,0,10.59,-8.58
10/30/2007 14:10,738,5.566,106.3,5.379,104,5.757,-8.69,0.006,0,0.036,0,0.01,0,10.59,-8.49
10/30/2007 14:20,739,5.625,99.2,5.71,103.4,5.958,-8.25,0.002,0,0.037,0,0.01,0,10.65,-8.42
10/30/2007 14:30,740,5.366,100,5.529,102.3,5.811,-8.67,0.003,0,0.037,0,0.014,0,10.66,-8.38
10/30/2007 14:40,741,5.052,107.5,5.527,106.2,5.748,-8.67,0.003,0,0.035,0,0.011,0,10.71,-8.4
10/30/2007 14:50,742,4.88,115.4,4.91,109.9,5.361,-9,-0.001,0,0.034,0,0.011,0,10.77,-8.49
10/30/2007 15:00,743,4.944,98.9,4.862,108.5,5.248,-9.69,0.004,0,0.038,0,0.012,0,10.76,-8.67
10/30/2007 15:10,744,4.934,104.6,5.071,105.2,5.483,-9.78,0.004,0,0.036,0,0.013,0,10.76,-8.82
10/30/2007 15:20,745,4.591,110.1,4.508,107.8,5.081,-9.38,-0.001,0,0.038,0,0.013,0,10.8,-9.03
10/30/2007 15:30,746,4.827,106.1,4.754,109.4,5.341,-9.15,0.005,0,0.037,0,0.011,0,10.82,-9.19
10/30/2007 15:40,747,4.866,111,4.958,103.9,5.611,-10.97,-0.005,0,0.037,0,0.013,0,10.87,-9.46
