Date	Time (AST)	Discharge (cms)
07/21/15	14:32	11.59
07/21/15	14:47	11.67
07/21/15	15:02	11.44
07/21/15	15:17	11.10
07/21/15	15:32	11.06
07/21/15	15:47	10.87
07/21/15	16:02	10.80
07/21/15	16:17	10.80
07/21/15	16:32	10.61
07/21/15	16:47	10.72
07/21/15	17:02	10.53
07/21/15	17:17	10.23
07/21/15	17:32	10.27
07/21/15	17:47	10.15
07/21/15	18:02	10.19
07/21/15	18:17	9.96
07/21/15	18:32	10.08
07/21/15	18:47	9.66
07/21/15	19:02	9.47
07/21/15	19:17	9.28
07/21/15	19:32	9.21
07/21/15	19:47	9.13
07/21/15	20:02	9.28
07/21/15	20:17	9.17
07/21/15	20:32	9.36
07/21/15	20:47	9.44
07/21/15	21:02	9.70
07/21/15	21:17	10.19
07/21/15	21:32	10.46
07/21/15	21:47	10.57
07/21/15	22:02	10.83
07/21/15	22:17	11.17
07/21/15	22:32	11.44
07/21/15	22:47	11.78
07/21/15	23:02	12.08
07/21/15	23:17	12.31
07/21/15	23:32	12.57
07/21/15	23:47	12.50
07/22/15	0:02	12.76
07/22/15	0:17	13.03
07/22/15	0:32	13.14
07/22/15	0:47	13.22
07/22/15	1:02	13.06
07/22/15	1:17	13.25
07/22/15	1:32	13.22
07/22/15	1:47	13.14
07/22/15	2:02	13.06
07/22/15	2:17	13.03
07/22/15	2:32	13.14
07/22/15	2:47	13.29
07/22/15	3:02	13.40
07/22/15	3:17	13.48
07/22/15	3:32	13.52
07/22/15	3:47	13.56
07/22/15	4:02	13.59
07/22/15	4:17	13.44
07/22/15	4:32	13.18
07/22/15	4:47	13.48
07/22/15	5:02	13.33
07/22/15	5:17	13.29
07/22/15	5:32	13.48
07/22/15	5:47	12.91
07/22/15	6:02	12.99
07/22/15	6:17	12.80
07/22/15	6:32	12.88
07/22/15	6:47	12.80
07/22/15	7:02	12.91
07/22/15	7:17	12.61
07/22/15	7:32	12.61
07/22/15	7:47	12.69
07/22/15	8:02	12.69
07/22/15	8:17	12.61
07/22/15	8:32	12.42
07/22/15	8:47	12.46
07/22/15	9:02	12.31
07/22/15	9:17	12.31
07/22/15	9:32	12.04
07/22/15	9:47	12.01
07/22/15	10:02	11.55
07/22/15	10:17	11.51
07/22/15	10:32	11.51
07/22/15	10:47	11.40
07/22/15	11:02	11.17
07/22/15	11:17	11.14
07/22/15	11:32	11.10
07/22/15	11:47	10.64
07/22/15	12:02	10.76
07/22/15	12:17	10.42
07/22/15	12:32	10.12
07/22/15	12:47	10.34
07/22/15	13:02	10.08
07/22/15	13:17	9.85
07/22/15	13:32	9.70
07/22/15	13:47	9.59
07/22/15	14:02	9.47
07/22/15	14:17	9.13
07/22/15	14:32	9.02
07/22/15	14:47	9.06
07/22/15	15:02	8.91
07/22/15	15:17	8.87
07/22/15	15:32	8.68
07/22/15	15:47	8.83
07/22/15	16:02	8.57
07/22/15	16:17	8.57
07/22/15	16:32	8.60
07/22/15	16:47	8.49
07/22/15	17:02	8.41
07/22/15	17:17	9.32
07/22/15	17:32	9.40
07/22/15	17:47	9.51
07/22/15	18:02	9.44
07/22/15	18:17	9.28
07/22/15	18:32	9.17
07/22/15	18:47	8.98
07/22/15	19:02	8.98
07/22/15	19:17	9.13
07/22/15	19:32	8.98
07/22/15	19:47	8.98
07/22/15	20:02	9.40
07/22/15	20:17	10.04
07/22/15	20:32	10.19
07/22/15	20:47	10.83
07/22/15	21:02	11.17
07/22/15	21:17	11.74
07/22/15	21:32	12.01
07/22/15	21:47	12.08
07/22/15	22:02	12.46
07/22/15	22:17	12.88
07/22/15	22:32	13.06
07/22/15	22:47	13.14
07/22/15	23:02	13.40
07/22/15	23:17	13.78
07/22/15	23:32	13.74
07/22/15	23:47	13.97
07/23/15	0:02	14.05
07/23/15	0:17	13.97
07/23/15	0:32	13.97
07/23/15	0:47	14.20
07/23/15	1:02	14.27
07/23/15	1:17	14.35
07/23/15	1:32	14.43
07/23/15	1:47	14.61
07/23/15	2:02	14.54
07/23/15	2:17	14.61
07/23/15	2:32	14.65
07/23/15	2:47	14.61
07/23/15	3:02	14.31
07/23/15	3:17	14.46
07/23/15	3:32	14.46
07/23/15	3:47	14.46
07/23/15	4:02	14.39
07/23/15	4:17	14.12
07/23/15	4:32	14.05
07/23/15	4:47	14.05
07/23/15	5:02	13.97
07/23/15	5:17	14.05
07/23/15	5:32	13.74
07/23/15	5:47	13.86
07/23/15	6:02	13.93
07/23/15	6:17	13.52
07/23/15	6:32	13.63
07/23/15	6:47	13.63
07/23/15	7:02	13.59
07/23/15	7:17	13.44
07/23/15	7:32	13.37
07/23/15	7:47	13.18
07/23/15	8:02	13.03
07/23/15	8:17	13.06
07/23/15	8:32	12.80
07/23/15	8:47	12.84
07/23/15	9:02	12.76
07/23/15	9:17	12.69
07/23/15	9:32	12.57
07/23/15	9:47	12.38
07/23/15	10:02	12.46
07/23/15	10:17	12.57
07/23/15	10:32	12.27
07/23/15	10:47	12.12
07/23/15	11:02	12.04
07/23/15	11:17	11.93
07/23/15	11:32	11.78
07/23/15	11:47	11.74
07/23/15	12:02	11.55
07/23/15	12:17	11.44
07/23/15	12:32	11.10
07/23/15	12:47	11.06
07/23/15	13:02	10.83
07/23/15	13:17	10.64
07/23/15	13:32	10.68
07/23/15	13:47	10.38
07/23/15	14:02	10.27
07/23/15	14:17	10.30
07/23/15	14:32	9.93
07/23/15	14:47	9.89
07/23/15	15:02	9.74
07/23/15	15:17	9.66
07/23/15	15:32	9.44
07/23/15	15:47	9.32
07/23/15	16:02	9.40
07/23/15	16:17	9.17
07/23/15	16:32	8.94
07/23/15	16:47	8.83
07/23/15	17:02	8.83
07/23/15	17:17	8.72
07/23/15	17:32	8.68
07/23/15	17:47	8.45
07/23/15	18:02	8.57
07/23/15	18:17	8.53
07/23/15	18:32	8.23
07/23/15	18:47	8.23
07/23/15	19:02	8.04
07/23/15	19:17	8.19
07/23/15	19:32	8.07
07/23/15	19:47	7.92
07/23/15	20:02	7.92
07/23/15	20:17	7.81
07/23/15	20:32	8.00
07/23/15	20:47	7.92
07/23/15	21:02	8.11
07/23/15	21:17	8.23
07/23/15	21:32	8.26
07/23/15	21:47	8.60
07/23/15	22:02	8.72
07/23/15	22:17	9.21
07/23/15	22:32	9.32
07/23/15	22:47	9.66
07/23/15	23:02	10.00
07/23/15	23:17	10.30
07/23/15	23:32	10.61
07/23/15	23:47	10.87
07/24/15	0:02	11.10
07/24/15	0:17	11.55
07/24/15	0:32	11.78
07/24/15	0:47	12.01
07/24/15	1:02	12.01
07/24/15	1:17	12.31
07/24/15	1:32	12.65
07/24/15	1:47	12.80
07/24/15	2:02	12.88
07/24/15	2:17	12.95
07/24/15	2:32	12.99
07/24/15	2:47	12.99
07/24/15	3:02	13.52
07/24/15	3:17	14.01
07/24/15	3:32	14.46
07/24/15	3:47	14.61
07/24/15	4:02	14.88
07/24/15	4:17	14.69
07/24/15	4:32	14.65
07/24/15	4:47	14.43
07/24/15	5:02	14.01
07/24/15	5:17	13.71
07/24/15	5:32	13.78
07/24/15	5:47	13.56
07/24/15	6:02	13.25
07/24/15	6:17	13.25
07/24/15	6:32	13.14
07/24/15	6:47	12.76
07/24/15	7:02	12.84
07/24/15	7:17	12.76
07/24/15	7:32	12.42
07/24/15	7:47	12.57
07/24/15	8:02	12.54
07/24/15	8:17	12.84
07/24/15	8:32	12.95
07/24/15	8:47	13.18
07/24/15	9:02	13.14
07/24/15	9:17	13.03
07/24/15	9:32	13.18
07/24/15	9:47	12.84
07/24/15	10:02	12.84
07/24/15	10:17	12.69
07/24/15	10:32	12.61
07/24/15	10:47	12.35
07/24/15	11:02	12.27
07/24/15	11:17	12.19
07/24/15	11:32	12.08
07/24/15	11:47	12.01
07/24/15	12:02	11.85
07/24/15	12:17	11.51
07/24/15	12:32	11.74
07/24/15	12:47	11.48
07/24/15	13:02	11.48
07/24/15	13:17	11.44
07/24/15	13:32	11.29
07/24/15	13:47	11.25
07/24/15	14:02	11.36
07/24/15	14:17	11.29
07/24/15	14:32	11.06
07/24/15	14:47	10.95
07/24/15	15:02	10.80
07/24/15	15:17	10.72
07/24/15	15:32	10.76
07/24/15	15:47	10.49
07/24/15	16:02	10.68
07/24/15	16:17	10.49
07/24/15	16:32	10.49
07/24/15	16:47	10.38
07/24/15	17:02	10.19
07/24/15	17:17	10.53
07/24/15	17:32	10.23
07/24/15	17:47	10.53
07/24/15	18:02	10.42
07/24/15	18:17	10.49
07/24/15	18:32	10.38
07/24/15	18:47	10.57
07/24/15	19:02	10.61
07/24/15	19:17	10.57
07/24/15	19:32	10.53
07/24/15	19:47	10.49
07/24/15	20:02	10.30
07/24/15	20:17	10.30
07/24/15	20:32	10.68
07/24/15	20:47	10.76
07/24/15	21:02	11.25
07/24/15	21:17	11.70
07/24/15	21:32	11.89
07/24/15	21:47	12.31
07/24/15	22:02	12.65
07/24/15	22:17	12.88
07/24/15	22:32	12.72
07/24/15	22:47	12.69
07/24/15	23:02	12.84
07/24/15	23:17	13.10
07/24/15	23:32	13.59
07/24/15	23:47	13.63
07/25/15	0:02	13.63
07/25/15	0:17	13.86
07/25/15	0:32	13.63
07/25/15	0:47	13.52
07/25/15	1:02	13.40
07/25/15	1:17	13.56
07/25/15	1:32	13.59
07/25/15	1:47	13.78
07/25/15	2:02	14.09
07/25/15	2:17	14.46
07/25/15	2:32	14.58
07/25/15	2:47	14.61
07/25/15	3:02	14.50
07/25/15	3:17	14.43
07/25/15	3:32	14.24
07/25/15	3:47	14.35
07/25/15	4:02	14.09
07/25/15	4:17	14.35
07/25/15	4:32	14.27
07/25/15	4:47	14.35
07/25/15	5:02	14.27
07/25/15	5:17	14.31
07/25/15	5:32	14.16
07/25/15	5:47	14.12
07/25/15	6:02	14.31
07/25/15	6:17	14.05
07/25/15	6:32	13.93
07/25/15	6:47	13.78
07/25/15	7:02	13.82
07/25/15	7:17	13.37
07/25/15	7:32	13.18
07/25/15	7:47	12.95
07/25/15	8:02	12.99
07/25/15	8:17	12.88
07/25/15	8:32	12.57
07/25/15	8:47	12.42
07/25/15	9:02	12.19
07/25/15	9:17	11.97
07/25/15	9:32	11.74
07/25/15	9:47	11.51
07/25/15	10:02	11.29
07/25/15	10:17	10.95
07/25/15	10:32	10.99
07/25/15	10:47	11.25
07/25/15	11:02	10.76
07/25/15	11:17	10.76
07/25/15	11:32	10.57
07/25/15	11:47	10.38
07/25/15	12:02	10.12
07/25/15	12:17	9.70
07/25/15	12:32	9.59
07/25/15	12:47	9.21
07/25/15	13:02	8.98
07/25/15	13:17	9.10
07/25/15	13:32	8.83
07/25/15	13:47	8.57
07/25/15	14:02	8.45
07/25/15	14:17	8.45
07/25/15	14:32	8.45
07/25/15	14:47	8.53
07/25/15	15:02	8.53
07/25/15	15:17	8.34
07/25/15	15:32	8.41
07/25/15	15:47	8.49
07/25/15	16:02	8.11
07/25/15	16:17	8.15
07/25/15	16:32	8.23
07/25/15	16:47	8.41
07/25/15	17:02	8.26
07/25/15	17:17	8.34
07/25/15	17:32	8.26
07/25/15	17:47	8.45
07/25/15	18:02	9.40
07/25/15	18:17	10.19
07/25/15	18:32	10.99
07/25/15	18:47	10.46
07/25/15	19:02	9.44
07/25/15	19:17	8.87
07/25/15	19:32	8.75
07/25/15	19:47	8.68
07/25/15	20:02	9.02
07/25/15	20:17	9.40
07/25/15	20:32	9.93
07/25/15	20:47	10.53
07/25/15	21:02	10.83
07/25/15	21:17	10.95
07/25/15	21:32	11.14
07/25/15	21:47	11.85
07/25/15	22:02	11.93
07/25/15	22:17	12.19
07/25/15	22:32	12.23
07/25/15	22:47	12.80
07/25/15	23:02	12.88
07/25/15	23:17	12.99
07/25/15	23:32	13.29
07/25/15	23:47	13.44
07/26/15	0:02	13.67
07/26/15	0:17	13.97
07/26/15	0:32	13.90
07/26/15	0:47	14.16
07/26/15	1:02	14.39
07/26/15	1:17	15.14
07/26/15	1:32	16.39
07/26/15	1:47	16.81
07/26/15	2:02	16.77
07/26/15	2:17	16.77
07/26/15	2:32	16.66
07/26/15	2:47	16.54
07/26/15	3:02	16.58
07/26/15	3:17	16.50
07/26/15	3:32	15.94
07/26/15	3:47	15.98
07/26/15	4:02	16.13
07/26/15	4:17	15.75
07/26/15	4:32	15.79
07/26/15	4:47	15.79
07/26/15	5:02	15.63
07/26/15	5:17	15.79
07/26/15	5:32	15.67
07/26/15	5:47	15.48
07/26/15	6:02	15.60
07/26/15	6:17	15.45
07/26/15	6:32	15.52
07/26/15	6:47	15.22
07/26/15	7:02	15.33
07/26/15	7:17	14.99
07/26/15	7:32	14.84
07/26/15	7:47	14.65
07/26/15	8:02	14.69
07/26/15	8:17	14.54
07/26/15	8:32	14.46
07/26/15	8:47	14.46
07/26/15	9:02	14.27
07/26/15	9:17	14.09
07/26/15	9:32	13.93
07/26/15	9:47	13.74
07/26/15	10:02	13.97
07/26/15	10:17	13.82
07/26/15	10:32	13.74
07/26/15	10:47	13.59
07/26/15	11:02	13.52
07/26/15	11:17	13.52
07/26/15	11:32	13.44
07/26/15	11:47	12.99
07/26/15	12:02	12.99
07/26/15	12:17	12.84
07/26/15	12:32	12.57
07/26/15	12:47	12.54
07/26/15	13:02	12.31
07/26/15	13:17	12.31
07/26/15	13:32	12.01
07/26/15	13:47	12.01
07/26/15	14:02	12.19
07/26/15	14:17	12.50
07/26/15	14:32	12.08
07/26/15	14:47	11.85
07/26/15	15:02	11.82
07/26/15	15:17	11.74
07/26/15	15:32	11.59
07/26/15	15:47	11.55
07/26/15	16:02	11.25
07/26/15	16:17	11.59
07/26/15	16:32	11.29
07/26/15	16:47	11.29
07/26/15	17:02	10.87
07/26/15	17:17	10.83
07/26/15	17:32	10.99
07/26/15	17:47	10.80
07/26/15	18:02	10.91
07/26/15	18:17	10.80
07/26/15	18:32	10.64
07/26/15	18:47	10.72
07/26/15	19:02	10.76
07/26/15	19:17	11.10
07/26/15	19:32	10.76
07/26/15	19:47	11.33
07/26/15	20:02	11.44
07/26/15	20:17	11.55
07/26/15	20:32	11.59
07/26/15	20:47	11.55
07/26/15	21:02	11.82
07/26/15	21:17	12.04
07/26/15	21:32	11.97
07/26/15	21:47	12.35
07/26/15	22:02	12.65
07/26/15	22:17	12.80
07/26/15	22:32	13.06
07/26/15	22:47	13.18
07/26/15	23:02	13.03
07/26/15	23:17	13.48
07/26/15	23:32	13.63
07/26/15	23:47	13.86
07/27/15	0:02	13.71
07/27/15	0:17	13.86
07/27/15	0:32	14.01
07/27/15	0:47	14.27
07/27/15	1:02	14.27
07/27/15	1:17	14.54
07/27/15	1:32	14.50
07/27/15	1:47	14.50
07/27/15	2:02	14.46
07/27/15	2:17	14.58
07/27/15	2:32	14.43
07/27/15	2:47	14.50
07/27/15	3:02	14.43
07/27/15	3:17	14.31
07/27/15	3:32	14.43
07/27/15	3:47	14.24
07/27/15	4:02	14.58
07/27/15	4:17	14.61
07/27/15	4:32	14.24
07/27/15	4:47	14.58
07/27/15	5:02	14.46
07/27/15	5:17	14.61
07/27/15	5:32	14.58
07/27/15	5:47	14.50
07/27/15	6:02	13.97
07/27/15	6:17	13.97
07/27/15	6:32	13.44
07/27/15	6:47	13.44
07/27/15	7:02	13.40
07/27/15	7:17	12.88
07/27/15	7:32	12.72
07/27/15	7:47	12.57
07/27/15	8:02	12.50
07/27/15	8:17	12.19
07/27/15	8:32	12.01
07/27/15	8:47	11.85
07/27/15	9:02	11.82
07/27/15	9:17	11.59
07/27/15	9:32	11.25
07/27/15	9:47	11.25
07/27/15	10:02	11.29
07/27/15	10:17	11.17
07/27/15	10:32	10.99
07/27/15	10:47	11.10
07/27/15	11:02	11.02
07/27/15	11:17	11.44
07/27/15	11:32	11.40
07/27/15	11:47	11.67
07/27/15	12:02	11.40
07/27/15	12:17	11.25
07/27/15	12:32	11.33
07/27/15	12:47	11.06
07/27/15	13:02	10.72
07/27/15	13:17	10.30
07/27/15	13:32	10.27
07/27/15	13:47	9.96
07/27/15	14:02	9.85
07/27/15	14:17	9.74
07/27/15	14:32	9.40
07/27/15	14:47	9.13
07/27/15	15:02	8.87
07/27/15	15:17	8.75
07/27/15	15:32	8.64
07/27/15	15:47	8.41
07/27/15	16:02	8.41
07/27/15	16:17	8.45
07/27/15	16:32	8.23
07/27/15	16:47	8.41
07/27/15	17:02	8.34
07/27/15	17:17	8.91
07/27/15	17:32	8.83
07/27/15	17:47	8.83
07/27/15	18:02	8.60
07/27/15	18:17	8.49
07/27/15	18:32	8.57
07/27/15	18:47	8.38
07/27/15	19:02	8.53
07/27/15	19:17	8.53
07/27/15	19:32	8.91
07/27/15	19:47	9.13
07/27/15	20:02	9.66
07/27/15	20:17	10.00
07/27/15	20:32	10.68
07/27/15	20:47	11.14
07/27/15	21:02	11.33
07/27/15	21:17	11.70
07/27/15	21:32	12.12
07/27/15	21:47	12.19
07/27/15	22:02	12.42
07/27/15	22:17	12.57
07/27/15	22:32	12.69
07/27/15	22:47	13.03
07/27/15	23:02	13.40
07/27/15	23:17	13.40
07/27/15	23:32	13.40
07/27/15	23:47	13.67
07/28/15	0:02	13.44
07/28/15	0:17	13.74
07/28/15	0:32	13.90
07/28/15	0:47	14.01
07/28/15	1:02	14.61
07/28/15	1:17	14.73
07/28/15	1:32	15.03
07/28/15	1:47	15.14
07/28/15	2:02	14.99
07/28/15	2:17	15.29
07/28/15	2:32	15.29
07/28/15	2:47	15.22
07/28/15	3:02	15.18
07/28/15	3:17	15.18
07/28/15	3:32	14.95
07/28/15	3:47	14.88
07/28/15	4:02	14.58
07/28/15	4:17	14.58
07/28/15	4:32	14.54
07/28/15	4:47	14.43
07/28/15	5:02	14.43
07/28/15	5:17	14.54
07/28/15	5:32	14.27
07/28/15	5:47	14.20
07/28/15	6:02	14.24
07/28/15	6:17	14.01
07/28/15	6:32	13.74
07/28/15	6:47	13.82
07/28/15	7:02	13.67
07/28/15	7:17	13.67
07/28/15	7:32	13.74
07/28/15	7:47	13.67
07/28/15	8:02	13.59
07/28/15	8:17	13.33
07/28/15	8:32	13.29
07/28/15	8:47	13.14
07/28/15	9:02	12.95
07/28/15	9:17	12.91
07/28/15	9:32	12.61
07/28/15	9:47	12.35
07/28/15	10:02	11.97
07/28/15	10:17	12.04
07/28/15	10:32	11.97
07/28/15	10:47	11.97
07/28/15	11:02	11.70
07/28/15	11:17	11.70
07/28/15	11:32	11.33
07/28/15	11:47	11.44
07/28/15	12:02	11.21
07/28/15	12:17	11.25
07/28/15	12:32	11.21
07/28/15	12:47	11.06
07/28/15	13:02	10.99
07/28/15	13:17	10.72
07/28/15	13:32	10.42
07/28/15	13:47	10.53
07/28/15	14:02	10.38
07/28/15	14:17	10.19
07/28/15	14:32	10.23
07/28/15	14:47	10.23
07/28/15	15:02	10.27
07/28/15	15:17	10.08
07/28/15	15:32	10.12
07/28/15	15:47	9.78
07/28/15	16:02	9.96
07/28/15	16:17	9.55
07/28/15	16:32	9.74
07/28/15	16:47	9.66
07/28/15	17:02	9.85
07/28/15	17:17	10.04
07/28/15	17:32	9.74
07/28/15	17:47	9.59
07/28/15	18:02	9.21
07/28/15	18:17	9.36
07/28/15	18:32	9.44
07/28/15	18:47	9.25
07/28/15	19:02	9.36
07/28/15	19:17	9.59
07/28/15	19:32	9.32
07/28/15	19:47	9.62
07/28/15	20:02	9.28
07/28/15	20:17	9.25
07/28/15	20:32	9.59
07/28/15	20:47	10.04
07/28/15	21:02	10.34
07/28/15	21:17	10.42
07/28/15	21:32	10.72
07/28/15	21:47	11.02
07/28/15	22:02	10.99
07/28/15	22:17	11.10
07/28/15	22:32	11.17
07/28/15	22:47	11.14
07/28/15	23:02	11.33
07/28/15	23:17	11.29
07/28/15	23:32	11.17
07/28/15	23:47	11.55
07/29/15	0:02	11.48
07/29/15	0:17	11.74
07/29/15	0:32	11.55
07/29/15	0:47	11.48
07/29/15	1:02	11.59
07/29/15	1:17	11.55
07/29/15	1:32	11.55
07/29/15	1:47	11.36
07/29/15	2:02	11.17
07/29/15	2:17	11.63
07/29/15	2:32	11.85
07/29/15	2:47	11.74
07/29/15	3:02	12.19
07/29/15	3:17	11.97
07/29/15	3:32	12.04
07/29/15	3:47	11.85
07/29/15	4:02	11.63
07/29/15	4:17	11.67
07/29/15	4:32	11.59
07/29/15	4:47	11.70
07/29/15	5:02	11.63
07/29/15	5:17	11.67
07/29/15	5:32	11.55
07/29/15	5:47	11.74
07/29/15	6:02	11.82
07/29/15	6:17	11.70
07/29/15	6:32	11.82
07/29/15	6:47	11.63
07/29/15	7:02	11.70
07/29/15	7:17	11.51
07/29/15	7:32	11.40
07/29/15	7:47	11.21
07/29/15	8:02	11.06
07/29/15	8:17	10.91
07/29/15	8:32	10.80
07/29/15	8:47	10.80
07/29/15	9:02	10.57
07/29/15	9:17	10.38
07/29/15	9:32	10.38
07/29/15	9:47	10.42
07/29/15	10:02	10.19
07/29/15	10:17	10.38
07/29/15	10:32	10.19
07/29/15	10:47	10.00
07/29/15	11:02	9.89
07/29/15	11:17	9.59
07/29/15	11:32	9.85
07/29/15	11:47	9.74
07/29/15	12:02	9.47
07/29/15	12:17	9.25
07/29/15	12:32	9.55
07/29/15	12:47	9.25
07/29/15	13:02	9.06
07/29/15	13:17	8.94
07/29/15	13:32	8.87
07/29/15	13:47	8.64
07/29/15	14:02	8.38
07/29/15	14:17	8.41
07/29/15	14:32	8.45
07/29/15	14:47	8.38
07/29/15	15:02	8.23
07/29/15	15:17	8.11
07/29/15	15:32	7.89
07/29/15	15:47	8.00
07/29/15	16:02	7.92
07/29/15	16:17	7.92
07/29/15	16:32	8.00
07/29/15	16:47	8.38
07/29/15	17:02	8.30
07/29/15	17:17	8.41
07/29/15	17:32	8.34
07/29/15	17:47	8.34
07/29/15	18:02	8.11
07/29/15	18:17	8.45
07/29/15	18:32	8.64
07/29/15	18:47	8.87
07/29/15	19:02	8.98
07/29/15	19:17	9.44
07/29/15	19:32	9.74
07/29/15	19:47	9.78
07/29/15	20:02	10.42
07/29/15	20:17	10.53
07/29/15	20:32	10.80
07/29/15	20:47	10.57
07/29/15	21:02	10.76
07/29/15	21:17	10.68
07/29/15	21:32	10.87
07/29/15	21:47	10.87
07/29/15	22:02	10.99
07/29/15	22:17	11.51
07/29/15	22:32	11.51
07/29/15	22:47	11.74
07/29/15	23:02	11.74
07/29/15	23:17	11.70
07/29/15	23:32	11.82
07/29/15	23:47	12.23
07/30/15	0:02	11.93
07/30/15	0:17	12.12
07/30/15	0:32	12.01
07/30/15	0:47	12.01
07/30/15	1:02	12.01
07/30/15	1:17	12.16
07/30/15	1:32	12.04
07/30/15	1:47	12.08
07/30/15	2:02	12.23
07/30/15	2:17	12.31
07/30/15	2:32	12.27
07/30/15	2:47	12.27
07/30/15	3:02	12.46
07/30/15	3:17	12.61
07/30/15	3:32	12.27
07/30/15	3:47	12.46
07/30/15	4:02	12.54
07/30/15	4:17	13.14
07/30/15	4:32	13.03
07/30/15	4:47	13.22
07/30/15	5:02	13.18
07/30/15	5:17	12.99
07/30/15	5:32	12.72
07/30/15	5:47	12.50
07/30/15	6:02	12.38
07/30/15	6:17	11.97
07/30/15	6:32	11.97
07/30/15	6:47	11.74
07/30/15	7:02	11.63
07/30/15	7:17	11.59
07/30/15	7:32	11.70
07/30/15	7:47	11.55
07/30/15	8:02	11.25
07/30/15	8:17	11.59
07/30/15	8:32	11.55
07/30/15	8:47	11.14
07/30/15	9:02	11.29
07/30/15	9:17	11.06
07/30/15	9:32	11.06
07/30/15	9:47	10.91
07/30/15	10:02	10.87
07/30/15	10:17	10.95
07/30/15	10:32	10.91
07/30/15	10:47	10.91
07/30/15	11:02	10.99
07/30/15	11:17	11.06
07/30/15	11:32	11.17
07/30/15	11:47	11.21
07/30/15	12:02	11.25
07/30/15	12:17	11.21
07/30/15	12:32	11.48
07/30/15	12:47	11.36
07/30/15	13:02	11.36
07/30/15	13:17	10.87
07/30/15	13:32	11.25
07/30/15	13:47	11.25
07/30/15	14:02	11.02
07/30/15	14:17	10.83
07/30/15	14:32	11.06
07/30/15	14:47	10.99
07/30/15	15:02	11.14
07/30/15	15:17	10.64
07/30/15	15:32	10.80
07/30/15	15:47	10.76
07/30/15	16:02	10.80
07/30/15	16:17	10.57
07/30/15	16:32	10.61
07/30/15	16:47	10.53
07/30/15	17:02	10.64
07/30/15	17:17	10.57
07/30/15	17:32	10.83
07/30/15	17:47	10.83
07/30/15	18:02	10.68
07/30/15	18:17	10.34
07/30/15	18:32	10.30
07/30/15	18:47	10.00
07/30/15	19:02	10.38
07/30/15	19:17	10.04
07/30/15	19:32	10.12
07/30/15	19:47	10.19
07/30/15	20:02	10.42
07/30/15	20:17	10.53
07/30/15	20:32	10.68
07/30/15	20:47	10.99
07/30/15	21:02	11.33
07/30/15	21:17	11.44
07/30/15	21:32	11.85
07/30/15	21:47	12.08
07/30/15	22:02	12.38
07/30/15	22:17	12.84
07/30/15	22:32	13.18
07/30/15	22:47	13.67
07/30/15	23:02	13.93
07/30/15	23:17	14.05
07/30/15	23:32	13.90
07/30/15	23:47	14.16
07/31/15	0:02	14.05
07/31/15	0:17	14.05
07/31/15	0:32	14.27
07/31/15	0:47	14.20
07/31/15	1:02	14.05
07/31/15	1:17	14.05
07/31/15	1:32	13.78
07/31/15	1:47	13.82
07/31/15	2:02	13.86
07/31/15	2:17	13.86
07/31/15	2:32	13.86
07/31/15	2:47	13.90
07/31/15	3:02	13.78
07/31/15	3:17	13.90
07/31/15	3:32	13.67
07/31/15	3:47	13.44
07/31/15	4:02	13.37
07/31/15	4:17	13.18
07/31/15	4:32	13.10
07/31/15	4:47	13.03
07/31/15	5:02	12.91
07/31/15	5:17	12.95
07/31/15	5:32	12.95
07/31/15	5:47	12.88
07/31/15	6:02	12.57
07/31/15	6:17	12.65
07/31/15	6:32	12.61
07/31/15	6:47	12.50
07/31/15	7:02	12.65
07/31/15	7:17	12.69
07/31/15	7:32	12.57
07/31/15	7:47	12.50
07/31/15	8:02	12.42
07/31/15	8:17	12.50
07/31/15	8:32	12.42
07/31/15	8:47	12.50
07/31/15	9:02	12.35
07/31/15	9:17	12.16
07/31/15	9:32	12.35
07/31/15	9:47	12.57
07/31/15	10:02	12.12
07/31/15	10:17	12.27
07/31/15	10:32	12.38
07/31/15	10:47	12.27
07/31/15	11:02	11.97
07/31/15	11:17	12.19
07/31/15	11:32	12.57
07/31/15	11:47	12.27
07/31/15	12:02	12.72
07/31/15	12:17	12.61
07/31/15	12:32	12.57
07/31/15	12:47	12.12
07/31/15	13:02	11.97
07/31/15	13:17	11.93
07/31/15	13:32	11.89
07/31/15	13:47	11.85
07/31/15	14:02	11.78
07/31/15	14:17	11.67
07/31/15	14:32	11.70
07/31/15	14:47	11.48
07/31/15	15:02	11.67
07/31/15	15:17	11.48
07/31/15	15:32	11.55
07/31/15	15:47	11.55
07/31/15	16:02	11.63
07/31/15	16:17	12.08
07/31/15	16:32	12.42
07/31/15	16:47	12.72
07/31/15	17:02	12.46
07/31/15	17:17	12.57
07/31/15	17:32	12.42
07/31/15	17:47	12.27
07/31/15	18:02	12.01
07/31/15	18:17	11.93
07/31/15	18:32	12.08
07/31/15	18:47	11.82
07/31/15	19:02	11.93
07/31/15	19:17	11.78
07/31/15	19:32	11.97
07/31/15	19:47	12.04
07/31/15	20:02	12.01
07/31/15	20:17	12.16
07/31/15	20:32	12.35
07/31/15	20:47	12.46
07/31/15	21:02	12.65
07/31/15	21:17	12.84
07/31/15	21:32	13.25
07/31/15	21:47	13.22
07/31/15	22:02	13.59
07/31/15	22:17	13.86
07/31/15	22:32	14.24
07/31/15	22:47	14.35
07/31/15	23:02	14.50
07/31/15	23:17	14.69
07/31/15	23:32	14.58
07/31/15	23:47	14.69
