Date	Time (AST)	Discharge (cms)
05/09/15	17:02	8.77
05/09/15	17:17	8.91
05/09/15	17:32	8.89
05/09/15	17:47	8.86
05/09/15	18:02	8.86
05/09/15	18:17	8.68
05/09/15	18:32	8.70
05/09/15	18:47	8.98
05/09/15	19:02	8.98
05/09/15	19:17	8.77
05/09/15	19:32	8.72
05/09/15	19:47	8.86
05/09/15	20:02	8.63
05/09/15	20:17	9.00
05/09/15	20:32	9.17
05/09/15	20:47	9.44
05/09/15	21:02	9.19
05/09/15	21:17	9.21
05/09/15	21:32	9.03
05/09/15	21:47	9.28
05/09/15	22:02	8.89
05/09/15	22:17	9.19
05/09/15	22:32	9.21
05/09/15	22:47	9.14
05/09/15	23:02	9.05
05/09/15	23:17	9.12
05/09/15	23:32	9.12
05/09/15	23:47	9.47
05/10/15	0:02	9.21
05/10/15	0:17	9.44
05/10/15	0:32	9.77
05/10/15	0:47	9.47
05/10/15	1:02	9.65
05/10/15	1:17	9.65
05/10/15	1:32	9.61
05/10/15	1:47	9.37
05/10/15	2:02	9.28
05/10/15	2:17	9.40
05/10/15	2:32	9.37
05/10/15	2:47	9.24
05/10/15	3:02	8.91
05/10/15	3:17	9.12
05/10/15	3:32	9.05
05/10/15	3:47	8.91
05/10/15	4:02	9.00
05/10/15	4:17	8.86
05/10/15	4:32	8.98
05/10/15	4:47	8.91
05/10/15	5:02	9.05
05/10/15	5:17	8.70
05/10/15	5:32	8.61
05/10/15	5:47	8.44
05/10/15	6:02	8.37
05/10/15	6:17	8.37
05/10/15	6:32	8.28
05/10/15	6:47	8.19
05/10/15	7:02	8.12
05/10/15	7:17	7.88
05/10/15	7:32	7.88
05/10/15	7:47	8.07
05/10/15	8:02	7.88
05/10/15	8:17	8.23
05/10/15	8:32	8.28
05/10/15	8:47	8.40
05/10/15	9:02	8.37
05/10/15	9:17	8.33
05/10/15	9:32	8.44
05/10/15	9:47	8.61
05/10/15	10:02	8.75
05/10/15	10:17	8.72
05/10/15	10:32	8.82
05/10/15	10:47	8.89
05/10/15	11:02	8.96
05/10/15	11:17	9.05
05/10/15	11:32	8.89
05/10/15	11:47	8.68
05/10/15	12:02	8.68
05/10/15	12:17	8.70
05/10/15	12:32	8.49
05/10/15	12:47	8.58
05/10/15	13:02	8.56
05/10/15	13:17	8.58
05/10/15	13:32	8.61
05/10/15	13:47	8.63
05/10/15	14:02	8.68
05/10/15	14:17	8.58
05/10/15	14:32	8.70
05/10/15	14:47	8.58
05/10/15	15:02	8.84
05/10/15	15:17	9.07
05/10/15	15:32	8.93
05/10/15	15:47	9.00
05/10/15	16:02	9.07
05/10/15	16:17	9.12
05/10/15	16:32	9.33
05/10/15	16:47	9.44
05/10/15	17:02	9.33
05/10/15	17:17	9.47
05/10/15	17:32	9.56
05/10/15	17:47	9.84
05/10/15	18:02	9.63
05/10/15	18:17	9.91
05/10/15	18:32	9.82
05/10/15	18:47	9.37
05/10/15	19:02	9.91
05/10/15	19:17	9.72
05/10/15	19:32	9.65
05/10/15	19:47	10.03
05/10/15	20:02	10.40
05/10/15	20:17	10.28
05/10/15	20:32	10.26
05/10/15	20:47	10.17
05/10/15	21:02	10.38
05/10/15	21:17	10.52
05/10/15	21:32	11.08
05/10/15	21:47	10.68
05/10/15	22:02	10.94
05/10/15	22:17	10.52
05/10/15	22:32	11.22
05/10/15	22:47	10.80
05/10/15	23:02	10.61
05/10/15	23:17	10.61
05/10/15	23:32	11.03
05/10/15	23:47	11.10
05/11/15	0:02	10.77
05/11/15	0:17	11.19
05/11/15	0:32	10.98
05/11/15	0:47	10.98
05/11/15	1:02	10.77
05/11/15	1:17	10.82
05/11/15	1:32	11.05
05/11/15	1:47	10.91
05/11/15	2:02	10.70
05/11/15	2:17	10.70
05/11/15	2:32	11.01
05/11/15	2:47	10.63
05/11/15	3:02	10.80
05/11/15	3:17	10.80
05/11/15	3:32	10.66
05/11/15	3:47	10.40
05/11/15	4:02	10.49
05/11/15	4:17	10.31
05/11/15	4:32	10.33
05/11/15	4:47	10.21
05/11/15	5:02	9.91
05/11/15	5:17	9.98
05/11/15	5:32	9.86
05/11/15	5:47	10.03
05/11/15	6:02	9.89
05/11/15	6:17	9.77
05/11/15	6:32	9.75
05/11/15	6:47	9.58
05/11/15	7:02	9.65
05/11/15	7:17	9.68
05/11/15	7:32	9.44
05/11/15	7:47	9.58
05/11/15	8:02	9.49
05/11/15	8:17	9.51
05/11/15	8:32	9.37
05/11/15	8:47	9.56
05/11/15	9:02	9.33
05/11/15	9:17	9.28
05/11/15	9:32	9.42
05/11/15	9:47	9.40
05/11/15	10:02	9.31
05/11/15	10:17	9.35
05/11/15	10:32	9.17
05/11/15	10:47	9.07
05/11/15	11:02	8.89
05/11/15	11:17	8.86
05/11/15	11:32	8.65
05/11/15	11:47	8.77
05/11/15	12:02	8.61
05/11/15	12:17	8.77
05/11/15	12:32	8.84
05/11/15	12:47	8.70
05/11/15	13:02	8.68
05/11/15	13:17	8.54
05/11/15	13:32	8.82
05/11/15	13:47	8.70
05/11/15	14:02	8.61
05/11/15	14:17	8.61
05/11/15	14:32	8.65
05/11/15	14:47	8.75
05/11/15	15:02	8.93
05/11/15	15:17	8.72
05/11/15	15:32	9.05
05/11/15	15:47	9.10
05/11/15	16:02	9.26
05/11/15	16:17	9.03
05/11/15	16:32	9.17
05/11/15	16:47	9.19
05/11/15	17:02	9.35
05/11/15	17:17	9.40
05/11/15	17:32	9.56
05/11/15	17:47	9.14
05/11/15	18:02	9.61
05/11/15	18:17	9.61
05/11/15	18:32	9.68
05/11/15	18:47	9.82
05/11/15	19:02	9.61
05/11/15	19:17	9.56
05/11/15	19:32	9.49
05/11/15	19:47	9.54
05/11/15	20:02	9.44
05/11/15	20:17	9.63
05/11/15	20:32	9.54
05/11/15	20:47	9.61
05/11/15	21:02	9.72
05/11/15	21:17	9.58
05/11/15	21:32	10.07
05/11/15	21:47	9.91
05/11/15	22:02	10.28
05/11/15	22:17	10.03
05/11/15	22:32	9.98
05/11/15	22:47	10.03
05/11/15	23:02	10.33
05/11/15	23:17	10.31
05/11/15	23:32	10.28
05/11/15	23:47	10.40
05/12/15	0:02	10.45
05/12/15	0:17	10.68
05/12/15	0:32	10.59
05/12/15	0:47	10.56
05/12/15	1:02	10.49
05/12/15	1:17	10.84
05/12/15	1:32	10.70
05/12/15	1:47	10.63
05/12/15	2:02	10.63
05/12/15	2:17	10.42
05/12/15	2:32	10.47
05/12/15	2:47	10.33
05/12/15	3:02	10.33
05/12/15	3:17	10.59
05/12/15	3:32	10.52
05/12/15	3:47	10.19
05/12/15	4:02	9.93
05/12/15	4:17	10.05
05/12/15	4:32	10.03
05/12/15	4:47	9.98
05/12/15	5:02	9.98
05/12/15	5:17	9.75
05/12/15	5:32	9.49
05/12/15	5:47	9.72
05/12/15	6:02	9.65
05/12/15	6:17	9.51
05/12/15	6:32	9.56
05/12/15	6:47	9.40
05/12/15	7:02	9.24
05/12/15	7:17	9.26
05/12/15	7:32	9.28
05/12/15	7:47	9.28
05/12/15	8:02	9.10
05/12/15	8:17	9.26
05/12/15	8:32	9.21
05/12/15	8:47	9.07
05/12/15	9:02	9.17
05/12/15	9:17	9.19
05/12/15	9:32	9.12
05/12/15	9:47	8.89
05/12/15	10:02	9.00
05/12/15	10:17	8.65
05/12/15	10:32	8.75
05/12/15	10:47	8.89
05/12/15	11:02	8.75
05/12/15	11:17	8.63
05/12/15	11:32	8.75
05/12/15	11:47	8.63
05/12/15	12:02	8.58
05/12/15	12:17	8.30
05/12/15	12:32	8.33
05/12/15	12:47	8.58
05/12/15	13:02	8.58
05/12/15	13:17	8.35
05/12/15	13:32	8.37
05/12/15	13:47	8.19
05/12/15	14:02	8.49
05/12/15	14:17	8.37
05/12/15	14:32	8.37
05/12/15	14:47	8.61
05/12/15	15:02	8.63
05/12/15	15:17	8.72
05/12/15	15:32	8.54
05/12/15	15:47	8.58
05/12/15	16:02	8.72
05/12/15	16:17	8.63
05/12/15	16:32	8.61
05/12/15	16:47	8.79
05/12/15	17:02	8.70
05/12/15	17:17	8.75
05/12/15	17:32	8.42
05/12/15	17:47	8.40
05/12/15	18:02	8.63
05/12/15	18:17	8.75
05/12/15	18:32	8.96
05/12/15	18:47	8.84
05/12/15	19:02	8.51
05/12/15	19:17	8.49
05/12/15	19:32	8.82
05/12/15	19:47	9.05
05/12/15	20:02	8.98
05/12/15	20:17	8.96
05/12/15	20:32	8.68
05/12/15	20:47	8.65
05/12/15	21:02	8.91
05/12/15	21:17	8.96
05/12/15	21:32	9.03
05/12/15	21:47	8.96
05/12/15	22:02	9.00
05/12/15	22:17	8.82
05/12/15	22:32	8.79
05/12/15	22:47	8.47
05/12/15	23:02	8.35
05/12/15	23:17	8.68
05/12/15	23:32	8.98
05/12/15	23:47	9.19
05/13/15	0:02	9.21
05/13/15	0:17	9.10
05/13/15	0:32	9.07
05/13/15	0:47	9.21
05/13/15	1:02	8.96
05/13/15	1:17	8.96
05/13/15	1:32	9.21
05/13/15	1:47	9.21
05/13/15	2:02	9.07
05/13/15	2:17	9.12
05/13/15	2:32	9.00
05/13/15	2:47	9.14
05/13/15	3:02	9.12
05/13/15	3:17	9.26
05/13/15	3:32	9.24
05/13/15	3:47	9.21
05/13/15	4:02	9.10
05/13/15	4:17	9.24
05/13/15	4:32	9.17
05/13/15	4:47	8.89
05/13/15	5:02	8.72
05/13/15	5:17	8.82
05/13/15	5:32	8.86
05/13/15	5:47	8.70
05/13/15	6:02	8.72
05/13/15	6:17	8.68
05/13/15	6:32	8.68
05/13/15	6:47	8.54
05/13/15	7:02	8.47
05/13/15	7:17	8.63
05/13/15	7:32	8.44
05/13/15	7:47	8.33
05/13/15	8:02	8.49
05/13/15	8:17	8.44
05/13/15	8:32	8.26
05/13/15	8:47	8.33
05/13/15	9:02	8.35
05/13/15	9:17	8.35
05/13/15	9:32	8.14
05/13/15	9:47	8.14
05/13/15	10:02	7.70
05/13/15	10:17	7.39
05/13/15	10:32	7.42
05/13/15	10:47	7.51
05/13/15	11:02	7.72
05/13/15	11:17	7.72
05/13/15	11:32	7.63
05/13/15	11:47	7.35
05/13/15	12:02	7.53
05/13/15	12:17	7.60
05/13/15	12:32	7.65
05/13/15	12:47	7.56
05/13/15	13:02	7.46
05/13/15	13:17	7.60
05/13/15	13:32	7.63
05/13/15	13:47	7.60
05/13/15	14:02	7.60
05/13/15	14:17	7.65
05/13/15	14:32	7.91
05/13/15	14:47	7.84
05/13/15	15:02	7.74
05/13/15	15:17	7.91
05/13/15	15:32	7.88
05/13/15	15:47	8.26
05/13/15	16:02	8.42
05/13/15	16:17	8.19
05/13/15	16:32	8.12
05/13/15	16:47	8.35
05/13/15	17:02	8.28
05/13/15	17:17	8.47
05/13/15	17:32	8.35
05/13/15	17:47	8.47
05/13/15	18:02	8.58
05/13/15	18:17	8.49
05/13/15	18:32	8.37
05/13/15	18:47	8.44
05/13/15	19:02	8.86
05/13/15	19:17	8.70
05/13/15	19:32	8.35
05/13/15	19:47	8.47
05/13/15	20:02	8.54
05/13/15	20:17	9.03
05/13/15	20:32	8.98
05/13/15	20:47	8.47
05/13/15	21:02	8.33
05/13/15	21:17	8.75
05/13/15	21:32	8.93
05/13/15	21:47	9.00
05/13/15	22:02	8.93
05/13/15	22:17	9.33
05/13/15	22:32	9.54
05/13/15	22:47	9.68
05/13/15	23:02	10.21
05/13/15	23:17	9.96
05/13/15	23:32	10.07
05/13/15	23:47	10.10
05/14/15	0:02	10.17
05/14/15	0:17	10.19
05/14/15	0:32	10.33
05/14/15	0:47	10.19
05/14/15	1:02	10.12
05/14/15	1:17	10.40
05/14/15	1:32	10.59
05/14/15	1:47	10.42
05/14/15	2:02	10.63
05/14/15	2:17	10.68
05/14/15	2:32	10.56
05/14/15	2:47	10.42
05/14/15	3:02	10.52
05/14/15	3:17	10.49
05/14/15	3:32	10.49
05/14/15	3:47	10.26
05/14/15	4:02	10.31
05/14/15	4:17	10.28
05/14/15	4:32	10.24
05/14/15	4:47	10.40
05/14/15	5:02	10.17
05/14/15	5:17	10.49
05/14/15	5:32	10.28
05/14/15	5:47	10.19
05/14/15	6:02	10.05
05/14/15	6:17	9.84
05/14/15	6:32	10.17
05/14/15	6:47	9.93
05/14/15	7:02	9.82
05/14/15	7:17	9.98
05/14/15	7:32	9.96
05/14/15	7:47	10.00
05/14/15	8:02	9.84
05/14/15	8:17	9.79
05/14/15	8:32	9.82
05/14/15	8:47	9.84
05/14/15	9:02	9.70
05/14/15	9:17	9.72
05/14/15	9:32	9.63
05/14/15	9:47	9.70
05/14/15	10:02	9.77
05/14/15	10:17	9.40
05/14/15	10:32	9.56
05/14/15	10:47	9.49
05/14/15	11:02	9.61
05/14/15	11:17	9.49
05/14/15	11:32	9.51
05/14/15	11:47	9.51
05/14/15	12:02	9.10
05/14/15	12:17	9.35
05/14/15	12:32	9.35
05/14/15	12:47	9.26
05/14/15	13:02	9.24
05/14/15	13:17	9.28
05/14/15	13:32	9.21
05/14/15	13:47	9.24
05/14/15	14:02	9.40
05/14/15	14:17	9.21
05/14/15	14:32	9.17
05/14/15	14:47	9.21
05/14/15	15:02	9.21
05/14/15	15:17	9.24
05/14/15	15:32	9.24
05/14/15	15:47	9.31
05/14/15	16:02	9.58
05/14/15	16:17	9.75
05/14/15	16:32	9.51
05/14/15	16:47	9.70
05/14/15	17:02	9.47
05/14/15	17:17	9.56
05/14/15	17:32	9.68
05/14/15	17:47	9.91
05/14/15	18:02	9.93
05/14/15	18:17	9.98
05/14/15	18:32	10.26
05/14/15	18:47	10.35
05/14/15	19:02	10.24
05/14/15	19:17	10.26
05/14/15	19:32	10.35
05/14/15	19:47	10.42
05/14/15	20:02	10.56
05/14/15	20:17	10.73
05/14/15	20:32	10.42
05/14/15	20:47	10.66
05/14/15	21:02	10.75
05/14/15	21:17	10.96
05/14/15	21:32	10.94
05/14/15	21:47	11.15
05/14/15	22:02	11.33
05/14/15	22:17	11.54
05/14/15	22:32	10.80
05/14/15	22:47	11.33
05/14/15	23:02	11.40
05/14/15	23:17	11.26
05/14/15	23:32	11.29
05/14/15	23:47	11.33
05/15/15	0:02	11.29
05/15/15	0:17	11.54
05/15/15	0:32	11.66
05/15/15	0:47	11.68
05/15/15	1:02	11.43
05/15/15	1:17	11.68
05/15/15	1:32	10.96
05/15/15	1:47	11.78
05/15/15	2:02	11.47
05/15/15	2:17	11.66
05/15/15	2:32	11.78
05/15/15	2:47	11.71
05/15/15	3:02	11.68
05/15/15	3:17	11.68
05/15/15	3:32	11.47
05/15/15	3:47	11.68
05/15/15	4:02	11.59
05/15/15	4:17	11.75
05/15/15	4:32	11.52
05/15/15	4:47	11.31
05/15/15	5:02	11.47
05/15/15	5:17	11.33
05/15/15	5:32	11.71
05/15/15	5:47	11.64
05/15/15	6:02	11.54
05/15/15	6:17	11.40
05/15/15	6:32	11.43
05/15/15	6:47	11.26
05/15/15	7:02	11.29
05/15/15	7:17	11.26
05/15/15	7:32	11.15
05/15/15	7:47	11.15
05/15/15	8:02	11.22
05/15/15	8:17	11.05
05/15/15	8:32	11.05
05/15/15	8:47	11.24
05/15/15	9:02	11.19
05/15/15	9:17	11.12
05/15/15	9:32	11.12
05/15/15	9:47	11.12
05/15/15	10:02	10.80
05/15/15	10:17	10.91
05/15/15	10:32	10.59
05/15/15	10:47	10.70
05/15/15	11:02	10.80
05/15/15	11:17	10.52
05/15/15	11:32	10.42
05/15/15	11:47	10.61
05/15/15	12:02	10.38
05/15/15	12:17	10.40
05/15/15	12:32	10.28
05/15/15	12:47	10.07
05/15/15	13:02	10.26
05/15/15	13:17	10.26
05/15/15	13:32	10.33
05/15/15	13:47	10.12
05/15/15	14:02	10.26
05/15/15	14:17	10.12
05/15/15	14:32	10.00
05/15/15	14:47	10.12
05/15/15	15:02	10.21
05/15/15	15:17	9.93
05/15/15	15:32	9.89
05/15/15	15:47	10.10
05/15/15	16:02	10.00
05/15/15	16:17	10.03
05/15/15	16:32	9.93
05/15/15	16:47	9.98
05/15/15	17:02	9.91
05/15/15	17:17	9.96
05/15/15	17:32	9.89
05/15/15	17:47	9.86
05/15/15	18:02	9.96
05/15/15	18:17	9.98
05/15/15	18:32	10.12
05/15/15	18:47	9.89
05/15/15	19:02	10.12
05/15/15	19:17	9.98
05/15/15	19:32	9.93
05/15/15	19:47	10.47
05/15/15	20:02	10.24
05/15/15	20:17	10.31
05/15/15	20:32	10.63
05/15/15	20:47	10.61
05/15/15	21:02	10.52
05/15/15	21:17	10.56
05/15/15	21:32	10.73
05/15/15	21:47	10.87
05/15/15	22:02	10.94
05/15/15	22:17	10.98
05/15/15	22:32	10.94
05/15/15	22:47	11.05
05/15/15	23:02	11.03
05/15/15	23:17	11.40
05/15/15	23:32	10.82
05/15/15	23:47	11.43
05/16/15	0:02	11.40
05/16/15	0:17	11.17
05/16/15	0:32	11.47
05/16/15	0:47	11.10
05/16/15	1:02	11.36
05/16/15	1:17	11.43
05/16/15	1:32	11.59
05/16/15	1:47	11.22
05/16/15	2:02	11.33
05/16/15	2:17	11.59
05/16/15	2:32	11.36
05/16/15	2:47	11.33
05/16/15	3:02	11.38
05/16/15	3:17	11.59
05/16/15	3:32	11.43
05/16/15	3:47	11.26
05/16/15	4:02	11.31
05/16/15	4:17	11.36
05/16/15	4:32	11.43
05/16/15	4:47	11.01
05/16/15	5:02	11.54
05/16/15	5:17	11.15
05/16/15	5:32	11.12
05/16/15	5:47	10.91
05/16/15	6:02	11.01
05/16/15	6:17	11.10
05/16/15	6:32	10.73
05/16/15	6:47	10.94
05/16/15	7:02	10.73
05/16/15	7:17	11.01
05/16/15	7:32	10.77
05/16/15	7:47	10.59
05/16/15	8:02	10.42
05/16/15	8:17	10.52
05/16/15	8:32	10.35
05/16/15	8:47	10.24
05/16/15	9:02	10.31
05/16/15	9:17	10.40
05/16/15	9:32	10.21
05/16/15	9:47	10.10
05/16/15	10:02	10.24
05/16/15	10:17	10.00
05/16/15	10:32	10.35
05/16/15	10:47	10.33
05/16/15	11:02	10.21
05/16/15	11:17	10.14
05/16/15	11:32	10.10
05/16/15	11:47	10.00
05/16/15	12:02	9.75
05/16/15	12:17	9.58
05/16/15	12:32	9.58
05/16/15	12:47	9.68
05/16/15	13:02	9.65
05/16/15	13:17	9.56
05/16/15	13:32	9.44
05/16/15	13:47	9.47
05/16/15	14:02	9.31
05/16/15	14:17	9.37
05/16/15	14:32	9.26
05/16/15	14:47	9.44
05/16/15	15:02	8.96
05/16/15	15:17	9.21
05/16/15	15:32	9.26
05/16/15	15:47	9.00
05/16/15	16:02	9.19
05/16/15	16:17	9.05
05/16/15	16:32	9.05
05/16/15	16:47	9.12
05/16/15	17:02	8.86
05/16/15	17:17	9.07
05/16/15	17:32	9.03
05/16/15	17:47	8.96
05/16/15	18:02	8.89
05/16/15	18:17	9.19
05/16/15	18:32	9.24
05/16/15	18:47	9.12
05/16/15	19:02	9.44
05/16/15	19:17	9.24
05/16/15	19:32	9.47
05/16/15	19:47	9.26
05/16/15	20:02	9.12
05/16/15	20:17	9.00
05/16/15	20:32	9.28
05/16/15	20:47	9.54
05/16/15	21:02	9.37
05/16/15	21:17	9.77
05/16/15	21:32	9.51
05/16/15	21:47	9.75
05/16/15	22:02	9.82
05/16/15	22:17	10.00
05/16/15	22:32	9.98
05/16/15	22:47	10.12
05/16/15	23:02	9.98
05/16/15	23:17	10.28
05/16/15	23:32	10.14
05/16/15	23:47	9.93
05/17/15	0:02	10.33
05/17/15	0:17	10.35
05/17/15	0:32	10.35
05/17/15	0:47	10.45
05/17/15	1:02	10.40
05/17/15	1:17	10.77
05/17/15	1:32	10.54
05/17/15	1:47	10.70
05/17/15	2:02	10.80
05/17/15	2:17	10.38
05/17/15	2:32	10.80
05/17/15	2:47	10.75
05/17/15	3:02	10.84
05/17/15	3:17	10.89
05/17/15	3:32	10.82
05/17/15	3:47	10.73
05/17/15	4:02	10.98
05/17/15	4:17	11.01
05/17/15	4:32	11.01
05/17/15	4:47	10.91
05/17/15	5:02	10.73
05/17/15	5:17	10.80
05/17/15	5:32	10.77
05/17/15	5:47	10.56
05/17/15	6:02	10.66
05/17/15	6:17	10.49
05/17/15	6:32	10.49
05/17/15	6:47	10.70
05/17/15	7:02	10.73
05/17/15	7:17	10.19
05/17/15	7:32	10.47
05/17/15	7:47	10.47
05/17/15	8:02	10.35
05/17/15	8:17	10.17
05/17/15	8:32	10.19
05/17/15	8:47	10.10
05/17/15	9:02	10.19
05/17/15	9:17	10.24
05/17/15	9:32	10.24
05/17/15	9:47	10.12
05/17/15	10:02	10.03
05/17/15	10:17	9.72
05/17/15	10:32	9.82
05/17/15	10:47	9.75
05/17/15	11:02	9.70
05/17/15	11:17	9.68
05/17/15	11:32	9.40
05/17/15	11:47	9.47
05/17/15	12:02	9.42
05/17/15	12:17	9.37
05/17/15	12:32	9.21
05/17/15	12:47	9.40
05/17/15	13:02	8.93
05/17/15	13:17	8.98
05/17/15	13:32	9.19
05/17/15	13:47	9.00
05/17/15	14:02	9.17
05/17/15	14:17	8.93
05/17/15	14:32	9.07
05/17/15	14:47	8.96
05/17/15	15:02	8.98
05/17/15	15:17	8.84
05/17/15	15:32	8.77
05/17/15	15:47	8.91
05/17/15	16:02	8.77
05/17/15	16:17	8.84
05/17/15	16:32	8.72
05/17/15	16:47	8.75
05/17/15	17:02	8.79
05/17/15	17:17	8.89
05/17/15	17:32	8.89
05/17/15	17:47	8.65
05/17/15	18:02	8.84
05/17/15	18:17	8.91
05/17/15	18:32	8.96
05/17/15	18:47	8.82
05/17/15	19:02	8.84
05/17/15	19:17	8.65
05/17/15	19:32	8.63
05/17/15	19:47	8.58
05/17/15	20:02	8.82
05/17/15	20:17	8.96
05/17/15	20:32	8.68
05/17/15	20:47	8.84
05/17/15	21:02	8.96
05/17/15	21:17	8.98
05/17/15	21:32	9.07
05/17/15	21:47	8.96
05/17/15	22:02	8.93
05/17/15	22:17	9.00
05/17/15	22:32	8.82
05/17/15	22:47	8.98
05/17/15	23:02	9.24
05/17/15	23:17	9.42
05/17/15	23:32	9.56
05/17/15	23:47	9.33
05/18/15	0:02	9.47
05/18/15	0:17	9.44
05/18/15	0:32	9.61
05/18/15	0:47	9.75
05/18/15	1:02	9.56
05/18/15	1:17	9.49
05/18/15	1:32	9.58
05/18/15	1:47	9.58
05/18/15	2:02	9.79
05/18/15	2:17	9.72
05/18/15	2:32	9.86
05/18/15	2:47	9.72
05/18/15	3:02	9.82
05/18/15	3:17	9.79
05/18/15	3:32	9.86
05/18/15	3:47	9.68
05/18/15	4:02	9.70
05/18/15	4:17	9.91
05/18/15	4:32	9.77
05/18/15	4:47	9.44
05/18/15	5:02	9.82
05/18/15	5:17	9.86
05/18/15	5:32	9.93
05/18/15	5:47	9.75
05/18/15	6:02	9.75
05/18/15	6:17	9.79
05/18/15	6:32	9.96
05/18/15	6:47	9.75
05/18/15	7:02	9.84
05/18/15	7:17	9.72
05/18/15	7:32	9.93
05/18/15	7:47	9.84
05/18/15	8:02	9.70
05/18/15	8:17	9.37
05/18/15	8:32	9.72
05/18/15	8:47	9.79
05/18/15	9:02	9.61
05/18/15	9:17	9.35
05/18/15	9:32	9.51
05/18/15	9:47	9.51
05/18/15	10:02	9.44
05/18/15	10:17	9.21
05/18/15	10:32	9.37
05/18/15	10:47	9.05
05/18/15	11:02	9.33
05/18/15	11:17	9.49
05/18/15	11:32	9.31
05/18/15	11:47	9.19
05/18/15	12:02	9.28
05/18/15	12:17	9.24
05/18/15	12:32	8.84
05/18/15	12:47	8.70
05/18/15	13:02	8.84
05/18/15	13:17	8.84
05/18/15	13:32	8.86
05/18/15	13:47	8.86
05/18/15	14:02	8.98
05/18/15	14:17	8.75
05/18/15	14:32	8.65
05/18/15	14:47	8.49
05/18/15	15:02	8.56
05/18/15	15:17	8.86
05/18/15	15:32	8.84
05/18/15	15:47	8.86
05/18/15	16:02	8.56
05/18/15	16:17	8.70
05/18/15	16:32	8.75
05/18/15	16:47	8.61
05/18/15	17:02	8.68
05/18/15	17:17	8.47
05/18/15	17:32	8.49
05/18/15	17:47	8.54
05/18/15	18:02	8.51
05/18/15	18:17	8.26
05/18/15	18:32	8.35
05/18/15	18:47	8.05
05/18/15	19:02	8.40
05/18/15	19:17	8.35
05/18/15	19:32	8.28
05/18/15	19:47	8.33
05/18/15	20:02	8.21
05/18/15	20:17	8.37
05/18/15	20:32	8.49
05/18/15	20:47	8.49
05/18/15	21:02	8.44
05/18/15	21:17	8.35
05/18/15	21:32	8.47
05/18/15	21:47	8.35
05/18/15	22:02	8.42
05/18/15	22:17	8.51
05/18/15	22:32	8.49
05/18/15	22:47	8.72
05/18/15	23:02	8.70
05/18/15	23:17	8.63
05/18/15	23:32	8.68
05/18/15	23:47	8.79
05/19/15	0:02	8.96
05/19/15	0:17	9.05
05/19/15	0:32	9.05
05/19/15	0:47	9.07
05/19/15	1:02	9.10
05/19/15	1:17	8.98
05/19/15	1:32	9.28
05/19/15	1:47	8.82
05/19/15	2:02	9.24
05/19/15	2:17	9.07
05/19/15	2:32	9.28
05/19/15	2:47	9.28
05/19/15	3:02	9.35
05/19/15	3:17	9.21
05/19/15	3:32	9.31
05/19/15	3:47	9.72
05/19/15	4:02	9.47
05/19/15	4:17	9.82
05/19/15	4:32	9.65
05/19/15	4:47	9.82
05/19/15	5:02	9.49
05/19/15	5:17	9.61
05/19/15	5:32	9.44
05/19/15	5:47	9.56
05/19/15	6:02	9.91
05/19/15	6:17	9.72
05/19/15	6:32	9.89
05/19/15	6:47	9.89
05/19/15	7:02	9.82
05/19/15	7:17	9.77
05/19/15	7:32	9.82
05/19/15	7:47	9.82
05/19/15	8:02	10.00
05/19/15	8:17	10.03
05/19/15	8:32	9.98
05/19/15	8:47	9.82
05/19/15	9:02	9.98
05/19/15	9:17	9.77
05/19/15	9:32	9.77
05/19/15	9:47	9.56
05/19/15	10:02	9.70
05/19/15	10:17	9.61
05/19/15	10:32	9.58
05/19/15	10:47	9.44
05/19/15	11:02	9.37
05/19/15	11:17	9.33
05/19/15	11:32	9.42
05/19/15	11:47	9.19
05/19/15	12:02	9.31
05/19/15	12:17	9.24
05/19/15	12:32	8.98
05/19/15	12:47	8.89
05/19/15	13:02	9.26
05/19/15	13:17	9.07
05/19/15	13:32	9.12
05/19/15	13:47	8.96
05/19/15	14:02	8.75
05/19/15	14:17	8.89
05/19/15	14:32	8.98
05/19/15	14:47	8.86
05/19/15	15:02	8.79
05/19/15	15:17	8.37
05/19/15	15:32	8.51
05/19/15	15:47	8.63
05/19/15	16:02	8.51
05/19/15	16:17	8.16
05/19/15	16:32	8.19
05/19/15	16:47	8.09
05/19/15	17:02	8.05
05/19/15	17:17	8.07
05/19/15	17:32	8.09
05/19/15	17:47	8.09
05/19/15	18:02	7.98
05/19/15	18:17	8.05
05/19/15	18:32	7.95
05/19/15	18:47	7.77
05/19/15	19:02	7.74
05/19/15	19:17	7.93
05/19/15	19:32	7.79
05/19/15	19:47	7.70
05/19/15	20:02	7.95
05/19/15	20:17	7.93
05/19/15	20:32	7.60
05/19/15	20:47	7.88
05/19/15	21:02	7.93
05/19/15	21:17	7.72
05/19/15	21:32	7.72
05/19/15	21:47	7.91
05/19/15	22:02	7.88
05/19/15	22:17	7.88
05/19/15	22:32	7.70
05/19/15	22:47	7.88
05/19/15	23:02	8.02
05/19/15	23:17	8.19
05/19/15	23:32	8.30
05/19/15	23:47	8.33
05/20/15	0:02	8.40
05/20/15	0:17	8.26
05/20/15	0:32	8.56
05/20/15	0:47	8.56
05/20/15	1:02	8.63
05/20/15	1:17	8.58
05/20/15	1:32	8.54
05/20/15	1:47	8.84
05/20/15	2:02	8.75
05/20/15	2:17	8.70
